"","a","b","c"
"1",-0.324529766110461,-0.703360186327399,0.168580116136154
"2",0.289259259135607,-0.748999594330776,0.115010984528284
"3",-0.943640947405874,1.9327872515888,0.496362806667567
"4",-1.06126446619308,1.04288087907581,-1.06595722025338
"5",-0.852764039534199,-0.468567298379423,1.05018606991395
"6",0.357137983692477,0.735916952004486,-1.29373254511191
"7",0.37921950408032,-0.234828035683036,0.0559711156269641
"8",-1.08603180679631,-1.45755452266534,-1.4984731288327
"9",0.592809811363058,-0.303533361402927,-0.129443269105599
"10",-0.946108386480016,-0.0144417817630622,1.02426190679113
"11",-0.0435370522281154,0.422796987166168,-0.219328623472444
"12",0.871228321629346,1.03977222936652,1.06594031973382
"13",-0.262270116976947,-1.23169498553468,0.730535469751847
"14",-1.79462386416131,1.57599632387126,1.35257259230656
"15",0.38553334687644,0.35558115787923,-0.407993304766437
"16",0.5728105718977,1.78168014924369,1.94966783539416
"17",0.652665309054009,-1.43119004549103,-0.984525924670557
"18",0.0603431768165523,-1.4059638051457,0.133804426093938
"19",0.150337422502737,-0.911505643288448,-1.3960244472229
"20",0.497437107802864,0.644116504784066,0.458020984860286
"21",0.187082091727932,-0.571798017475193,1.42411854905185
"22",-0.269130934607919,1.59549355546642,-0.439853256202762
"23",0.771683320331348,0.138478932767537,-1.7357226368827
"24",-0.828368221212474,-1.32529708544822,0.690341131818625
"25",1.01351620805,0.0795425528301569,-0.121654107216493
"26",1.08418172266019,0.7761471712957,0.452981103538143
"27",-0.58251044748945,-1.48979769131739,1.78711111983054
"28",1.30867526593777,1.31673521118624,-0.81419645118097
"29",1.8033601819612,-1.41455820536983,0.499940707445979
"30",-0.115446287726362,-0.915200343044935,0.0282389062661643
"31",-0.0125741894579812,-1.56587928701059,1.10261152591053
"32",0.919720985775792,0.861792054700825,0.256567948645782
"33",1.76553883996887,0.652374054347396,0.688400038323508
"34",0.725676651487366,-0.587992222890692,-1.08607207761134
"35",0.331770579773553,-2.0407197372721,-1.01452245781199
"36",1.04925869834426,1.77599998689801,0.624063584205285
"37",-1.28747850189787,-0.808457264556059,-1.11985299171804
"38",-0.260404620265105,-0.431472333671833,-0.395605475127655
"39",3.01465275221863,0.562625190792954,2.09888697812959
"40",-0.0170637422879545,0.183463605796489,0.389387417221082
"41",-1.98427516085647,-0.155372323905894,1.70119938436601
"42",-1.07617628745925,-0.0674421145320362,0.255328601759773
"43",-1.05948926000441,-1.41210639418726,-0.156934582230246
"44",-0.584699214841615,-0.0339659253445171,0.642377891994602
"45",-1.58697341847057,-0.163071002012849,-2.31760809760725
"46",0.844395914711686,-0.680384573807683,-0.43367642136632
"47",-2.87018793121058,-0.886830005944712,1.06122469862575
"48",-0.797990060452489,0.426587190587616,-0.421779676874799
"49",0.319443997353493,0.730329001301671,0.266410711002121
"50",0.465352969226402,1.48632828280706,-0.77186913116563
"51",-2.14685418603274,-0.607082491798601,0.00798916332327559
"52",-0.209282119692829,-0.267707168447944,0.49414089251983
"53",0.327761866736238,0.602300622156775,0.924825197891718
"54",0.861863420359944,-0.858534275221723,-0.12344613092933
"55",-0.775811674320101,-1.13587605952216,-0.054505374832566
"56",1.05803886715532,-0.578842615473204,0.0332620127976143
"57",-0.46460120649646,0.662142004923399,-0.942768550310917
"58",-1.19348216125282,-0.863992989724299,0.0240753414965671
"59",0.460915074330221,0.295804218898612,1.06276487214379
"60",0.277413423748873,-0.876157312149925,-1.39219544821372
"61",-0.668670683529814,0.951819952965024,-0.497822469271504
"62",-0.413684244855094,-1.12308361131532,0.301677383717509
"63",0.599430732802114,0.207965743623784,1.06978828902834
"64",-0.0727595500198057,-0.991361538417917,0.614376968889045
"65",1.04447339346602,-0.0396212720172853,-0.0753573337024073
"66",0.996326435320838,-0.00166961570064738,1.32017554234511
"67",0.869167942962839,0.67501056322952,0.221882963346706
"68",0.257346832598078,-1.45437397718181,-0.573683582644398
"69",0.890546418090052,-2.08906304789384,0.900818839795989
"70",0.336743546284821,0.241601720822874,0.796063042477473
"71",-1.10612870653173,-0.554074229311445,0.190163458039044
"72",-0.350695750913049,1.4789480842693,0.861833912254221
"73",-0.244824995006363,0.370613581449251,0.0736698880833415
"74",-0.109245012668484,-0.517651017189443,-1.76925297147012
"75",0.144375309442467,-1.81757865799737,-0.056754168834327
"76",0.742162096890462,0.127194394665416,-0.873069978422215
"77",-0.0483079317644838,0.126308123147724,1.83032707995481
"78",1.79965945839385,-0.395365836185199,-1.45235570003323
"79",-1.16445808373581,-0.272987628756482,0.626427039612776
"80",0.206658281714522,0.892948745381346,0.117406016916452
"81",-0.494268603332016,0.515297857679396,1.41477491130872
"82",-0.905967213602144,0.288857960984489,-0.403382271652592
"83",1.71349679933138,0.764267357363577,2.05041286933048
"84",-1.26661403075377,-1.11820406592865,1.04292903221122
"85",-2.32671924540334,-0.163601426688941,-0.693099976282708
"86",0.540147379924979,-0.479595091642411,0.335146894655862
"87",0.213069382270819,0.814652041378863,-0.669560316448346
"88",1.89309173694515,0.740483716951474,-0.859452525514354
"89",0.618681926319943,1.96616656553701,0.886737231799765
"90",0.161335465525798,-1.14726863034376,-1.12650390362006
"91",-0.841380305066157,-0.908546012313316,-0.594390910932803
"92",-0.876079750483113,0.523382237419684,-0.79940772040115
"93",0.10030920824137,1.12247768079643,1.29926164174558
"94",-0.010498502445528,0.87190043497797,-0.799036761650284
"95",-1.78806399745433,0.793832515223669,2.07289838611076
"96",0.85758970537895,0.966991471773865,-0.0752422255516119
"97",-2.45379306982289,-0.361252973843828,1.381221184122
"98",-2.42957044714544,-0.267336291437586,-1.15861922519584
"99",0.1982914856226,-0.162155251194156,-0.692363614450276
"100",1.31471207508445,0.282877046918001,-0.445557495026933
